,venue,city,batting_team,bowling_team,runs_last_5,wickets_last_5,wickets,runs,overs,total
4759084,Subrata Roy Sahara Stadium,Pune,PW,KXIP,29,3,3,31,6.1,156
4759085,Subrata Roy Sahara Stadium,Pune,PW,KXIP,29,3,3,31,6.2,156
4759086,Subrata Roy Sahara Stadium,Pune,PW,KXIP,29,3,3,31,6.3,156
4759087,Subrata Roy Sahara Stadium,Pune,PW,KXIP,30,3,3,32,6.4,156
4759088,Subrata Roy Sahara Stadium,Pune,PW,KXIP,29,3,3,32,6.5,156
4759089,Subrata Roy Sahara Stadium,Pune,PW,KXIP,33,2,3,36,6.6,156
4759090,Subrata Roy Sahara Stadium,Pune,PW,KXIP,29,2,3,36,7.1,156
4759091,Subrata Roy Sahara Stadium,Pune,PW,KXIP,29,2,3,36,7.2,156
4759092,Subrata Roy Sahara Stadium,Pune,PW,KXIP,29,2,3,37,7.2,156
4759093,Subrata Roy Sahara Stadium,Pune,PW,KXIP,29,2,3,38,7.3,156
4759094,Subrata Roy Sahara Stadium,Pune,PW,KXIP,29,2,3,38,7.4,156
4759095,Subrata Roy Sahara Stadium,Pune,PW,KXIP,31,2,3,40,7.5,156
4759096,Subrata Roy Sahara Stadium,Pune,PW,KXIP,35,2,3,44,7.6,156
4759097,Subrata Roy Sahara Stadium,Pune,PW,KXIP,36,2,3,45,8.1,156
4759098,Subrata Roy Sahara Stadium,Pune,PW,KXIP,30,2,3,45,8.2,156
4759099,Subrata Roy Sahara Stadium,Pune,PW,KXIP,30,2,3,45,8.3,156
4759100,Subrata Roy Sahara Stadium,Pune,PW,KXIP,33,2,3,49,8.4,156
4759101,Subrata Roy Sahara Stadium,Pune,PW,KXIP,35,2,3,55,8.5,156
4759102,Subrata Roy Sahara Stadium,Pune,PW,KXIP,32,2,3,56,8.6,156
4759103,Subrata Roy Sahara Stadium,Pune,PW,KXIP,33,2,3,57,9.1,156
4759104,Subrata Roy Sahara Stadium,Pune,PW,KXIP,29,2,3,57,9.2,156
4759105,Subrata Roy Sahara Stadium,Pune,PW,KXIP,29,1,3,57,9.3,156
4759106,Subrata Roy Sahara Stadium,Pune,PW,KXIP,30,1,3,58,9.4,156
4759107,Subrata Roy Sahara Stadium,Pune,PW,KXIP,30,1,3,59,9.5,156
4759108,Subrata Roy Sahara Stadium,Pune,PW,KXIP,29,1,3,59,9.6,156
4759109,Subrata Roy Sahara Stadium,Pune,PW,KXIP,29,1,3,59,10.1,156
4759110,Subrata Roy Sahara Stadium,Pune,PW,KXIP,33,1,3,63,10.2,156
4759111,Subrata Roy Sahara Stadium,Pune,PW,KXIP,38,1,3,69,10.3,156
4759112,Subrata Roy Sahara Stadium,Pune,PW,KXIP,42,1,3,73,10.4,156
4759113,Subrata Roy Sahara Stadium,Pune,PW,KXIP,43,1,3,74,10.5,156
4759114,Subrata Roy Sahara Stadium,Pune,PW,KXIP,43,0,3,74,10.6,156
4759115,Subrata Roy Sahara Stadium,Pune,PW,KXIP,43,0,3,74,11.1,156
4759116,Subrata Roy Sahara Stadium,Pune,PW,KXIP,43,0,3,74,11.2,156
4759117,Subrata Roy Sahara Stadium,Pune,PW,KXIP,43,0,3,75,11.3,156
4759118,Subrata Roy Sahara Stadium,Pune,PW,KXIP,43,1,4,75,11.4,156
4759119,Subrata Roy Sahara Stadium,Pune,PW,KXIP,39,1,4,75,11.5,156
4759120,Subrata Roy Sahara Stadium,Pune,PW,KXIP,39,1,4,75,11.6,156
4759121,Subrata Roy Sahara Stadium,Pune,PW,KXIP,43,1,4,79,12.1,156
4759122,Subrata Roy Sahara Stadium,Pune,PW,KXIP,42,1,4,79,12.2,156
4759123,Subrata Roy Sahara Stadium,Pune,PW,KXIP,42,1,4,80,12.3,156
4759124,Subrata Roy Sahara Stadium,Pune,PW,KXIP,42,2,5,80,12.4,156
4759125,Subrata Roy Sahara Stadium,Pune,PW,KXIP,41,2,5,81,12.5,156
4759126,Subrata Roy Sahara Stadium,Pune,PW,KXIP,38,2,5,82,12.6,156
4759127,Subrata Roy Sahara Stadium,Pune,PW,KXIP,37,2,5,82,13.1,156
4759128,Subrata Roy Sahara Stadium,Pune,PW,KXIP,38,2,5,83,13.1,156
4759129,Subrata Roy Sahara Stadium,Pune,PW,KXIP,38,2,5,83,13.2,156
4759130,Subrata Roy Sahara Stadium,Pune,PW,KXIP,38,2,5,87,13.3,156
4759131,Subrata Roy Sahara Stadium,Pune,PW,KXIP,33,2,5,88,13.4,156
4759132,Subrata Roy Sahara Stadium,Pune,PW,KXIP,33,2,5,89,13.5,156
4759133,Subrata Roy Sahara Stadium,Pune,PW,KXIP,36,2,5,93,13.6,156
4759134,Subrata Roy Sahara Stadium,Pune,PW,KXIP,37,2,5,94,14.0,156
4759135,Subrata Roy Sahara Stadium,Pune,PW,KXIP,37,2,5,94,14.1,156
4759136,Subrata Roy Sahara Stadium,Pune,PW,KXIP,37,2,5,95,14.2,156
4759137,Subrata Roy Sahara Stadium,Pune,PW,KXIP,36,2,5,95,14.3,156
4759138,Subrata Roy Sahara Stadium,Pune,PW,KXIP,37,2,5,96,14.4,156
4759139,Subrata Roy Sahara Stadium,Pune,PW,KXIP,41,2,5,100,14.5,156
4759140,Subrata Roy Sahara Stadium,Pune,PW,KXIP,37,2,5,100,14.6,156
4759141,Subrata Roy Sahara Stadium,Pune,PW,KXIP,31,2,5,100,15.1,156
4759142,Subrata Roy Sahara Stadium,Pune,PW,KXIP,33,2,5,106,15.2,156
4759143,Subrata Roy Sahara Stadium,Pune,PW,KXIP,32,2,5,106,15.3,156
4759144,Subrata Roy Sahara Stadium,Pune,PW,KXIP,32,2,5,106,15.4,156
4759145,Subrata Roy Sahara Stadium,Pune,PW,KXIP,32,2,5,106,15.5,156
4759146,Subrata Roy Sahara Stadium,Pune,PW,KXIP,32,2,5,106,15.6,156
4759147,Subrata Roy Sahara Stadium,Pune,PW,KXIP,35,2,5,110,16.1,156
4759148,Subrata Roy Sahara Stadium,Pune,PW,KXIP,39,1,5,114,16.2,156
4759149,Subrata Roy Sahara Stadium,Pune,PW,KXIP,39,1,5,114,16.3,156
4759150,Subrata Roy Sahara Stadium,Pune,PW,KXIP,39,1,5,114,16.4,156
4759151,Subrata Roy Sahara Stadium,Pune,PW,KXIP,35,1,5,114,16.5,156
4759152,Subrata Roy Sahara Stadium,Pune,PW,KXIP,36,1,5,115,16.6,156
4759153,Subrata Roy Sahara Stadium,Pune,PW,KXIP,36,1,5,116,17.1,156
4759154,Subrata Roy Sahara Stadium,Pune,PW,KXIP,40,0,5,120,17.2,156
4759155,Subrata Roy Sahara Stadium,Pune,PW,KXIP,40,0,5,121,17.3,156
4759156,Subrata Roy Sahara Stadium,Pune,PW,KXIP,40,0,5,122,17.4,156
4759157,Subrata Roy Sahara Stadium,Pune,PW,KXIP,44,0,5,126,17.5,156
4759158,Subrata Roy Sahara Stadium,Pune,PW,KXIP,49,0,5,132,17.6,156
4759159,Subrata Roy Sahara Stadium,Pune,PW,KXIP,49,0,5,132,18.1,156
4759160,Subrata Roy Sahara Stadium,Pune,PW,KXIP,49,0,5,136,18.2,156
4759161,Subrata Roy Sahara Stadium,Pune,PW,KXIP,49,0,5,137,18.3,156
4759162,Subrata Roy Sahara Stadium,Pune,PW,KXIP,49,0,5,138,18.4,156
4759163,Subrata Roy Sahara Stadium,Pune,PW,KXIP,46,0,5,139,18.5,156
4759164,Subrata Roy Sahara Stadium,Pune,PW,KXIP,46,0,5,140,18.6,156
4759165,Subrata Roy Sahara Stadium,Pune,PW,KXIP,46,0,5,140,19.1,156
4759166,Subrata Roy Sahara Stadium,Pune,PW,KXIP,49,0,5,144,19.2,156
4759167,Subrata Roy Sahara Stadium,Pune,PW,KXIP,50,0,5,145,19.3,156
4759168,Subrata Roy Sahara Stadium,Pune,PW,KXIP,50,0,5,146,19.4,156
4759169,Subrata Roy Sahara Stadium,Pune,PW,KXIP,50,0,5,150,19.5,156
4759170,Subrata Roy Sahara Stadium,Pune,PW,KXIP,56,0,5,156,19.6,156
4774577,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,31,0,0,33,5.1,126
4774578,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,31,0,0,34,5.1,126
4774579,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,31,1,1,34,5.2,126
4774580,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,30,1,1,34,5.3,126
4774581,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,30,1,1,34,5.4,126
4774582,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,30,1,1,34,5.5,126
4774583,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,33,1,1,38,5.6,126
4774584,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,34,1,1,39,6.1,126
4774585,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,35,1,1,40,6.2,126
4774586,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,35,1,1,41,6.3,126
4774587,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,35,1,1,41,6.4,126
4774588,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,35,1,1,45,6.5,126
4774589,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,32,1,1,46,6.6,126
4774590,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,33,1,1,47,7.1,126
4774591,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,32,1,1,48,7.2,126
4774592,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,30,1,1,48,7.3,126
4774593,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,31,1,1,49,7.4,126
4774594,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,31,1,1,49,7.5,126
4774595,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,32,1,1,50,7.6,126
4774596,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,33,1,1,51,8.1,126
4774597,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,32,1,1,51,8.2,126
4774598,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,33,1,1,52,8.3,126
4774599,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,36,1,1,56,8.4,126
4774600,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,36,1,1,57,8.5,126
4774601,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,37,1,1,58,8.6,126
4774602,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,37,1,1,59,9.1,126
4774603,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,33,1,1,59,9.2,126
4774604,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,32,1,1,59,9.3,126
4774605,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,32,1,1,60,9.4,126
4774606,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,28,2,2,60,9.5,126
4774607,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,27,2,2,60,9.6,126
4774608,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,27,2,2,61,10.1,126
4774609,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,29,1,2,63,10.2,126
4774610,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,29,1,2,63,10.3,126
4774611,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,31,1,2,65,10.4,126
4774612,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,32,1,2,66,10.5,126
4774613,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,29,1,2,67,10.6,126
4774614,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,29,1,2,68,11.1,126
4774615,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,28,1,2,68,11.2,126
4774616,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,27,1,2,68,11.3,126
4774617,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,28,1,2,69,11.4,126
4774618,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,25,1,2,70,11.5,126
4774619,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,25,1,2,71,11.6,126
4774620,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,24,1,2,71,12.1,126
4774621,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,23,1,2,71,12.2,126
4774622,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,23,1,2,71,12.3,126
4774623,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,22,1,2,71,12.4,126
4774624,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,23,1,2,72,12.5,126
4774625,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,22,2,3,72,12.6,126
4774626,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,22,2,3,73,13.1,126
4774627,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,26,2,3,77,13.2,126
4774628,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,29,2,3,81,13.3,126
4774629,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,25,2,3,81,13.4,126
4774630,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,25,2,3,82,13.5,126
4774631,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,25,2,3,83,13.6,126
4774632,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,24,2,3,83,14.1,126
4774633,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,24,3,4,83,14.2,126
4774634,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,25,3,4,84,14.3,126
4774635,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,25,3,4,85,14.4,126
4774636,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,27,2,4,87,14.5,126
4774637,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,27,2,4,87,14.6,126
4774638,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,26,2,4,87,15.1,126
4774639,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,25,2,4,88,15.2,126
4774640,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,25,2,4,88,15.3,126
4774641,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,24,2,4,89,15.4,126
4774642,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,25,2,4,91,15.5,126
4774643,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,25,2,4,92,15.6,126
4774644,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,24,2,4,92,16.1,126
4774645,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,28,2,4,96,16.2,126
4774646,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,30,2,4,98,16.3,126
4774647,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,35,2,4,104,16.4,126
4774648,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,36,2,4,106,16.5,126
4774649,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,36,2,4,107,16.6,126
4774650,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,37,2,4,108,17.1,126
4774651,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,37,2,4,108,17.2,126
4774652,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,38,2,4,109,17.3,126
4774653,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,38,2,4,109,17.4,126
4774654,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,37,3,5,109,17.5,126
4774655,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,41,2,5,113,17.6,126
4774656,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,41,2,5,114,18.1,126
4774657,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,37,2,5,114,18.2,126
4774658,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,33,2,5,114,18.3,126
4774659,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,35,2,5,116,18.4,126
4774660,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,34,3,6,116,18.5,126
4774661,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,34,3,6,117,18.6,126
4774662,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,35,3,6,118,19.1,126
4774663,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,36,2,6,119,19.2,126
4774664,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,36,2,6,120,19.3,126
4774665,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,39,2,6,124,19.4,126
4774666,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,38,2,6,125,19.5,126
4774667,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,MI,39,2,6,126,19.6,126
4789583,M Chinnaswamy Stadium,Bangalore,KKR,RCB,33,1,1,37,5.0,165
4789584,M Chinnaswamy Stadium,Bangalore,KKR,RCB,34,1,1,38,5.1,165
4789585,M Chinnaswamy Stadium,Bangalore,KKR,RCB,38,1,1,42,5.2,165
4789586,M Chinnaswamy Stadium,Bangalore,KKR,RCB,37,1,1,42,5.3,165
4789587,M Chinnaswamy Stadium,Bangalore,KKR,RCB,38,1,1,43,5.4,165
4789588,M Chinnaswamy Stadium,Bangalore,KKR,RCB,39,1,1,44,5.5,165
4789589,M Chinnaswamy Stadium,Bangalore,KKR,RCB,40,1,1,45,5.6,165
4789590,M Chinnaswamy Stadium,Bangalore,KKR,RCB,40,1,1,46,6.1,165
4789591,M Chinnaswamy Stadium,Bangalore,KKR,RCB,41,1,1,47,6.2,165
4789592,M Chinnaswamy Stadium,Bangalore,KKR,RCB,38,1,1,48,6.3,165
4789593,M Chinnaswamy Stadium,Bangalore,KKR,RCB,38,1,1,49,6.4,165
4789594,M Chinnaswamy Stadium,Bangalore,KKR,RCB,38,1,1,50,6.5,165
4789595,M Chinnaswamy Stadium,Bangalore,KKR,RCB,37,1,1,50,6.6,165
4789596,M Chinnaswamy Stadium,Bangalore,KKR,RCB,37,1,1,51,7.1,165
4789597,M Chinnaswamy Stadium,Bangalore,KKR,RCB,34,1,1,52,7.2,165
4789598,M Chinnaswamy Stadium,Bangalore,KKR,RCB,30,1,1,52,7.3,165
4789599,M Chinnaswamy Stadium,Bangalore,KKR,RCB,31,0,1,53,7.4,165
4789600,M Chinnaswamy Stadium,Bangalore,KKR,RCB,27,0,1,54,7.5,165
4789601,M Chinnaswamy Stadium,Bangalore,KKR,RCB,24,0,1,55,7.6,165
4789602,M Chinnaswamy Stadium,Bangalore,KKR,RCB,24,0,1,55,8.1,165
4789603,M Chinnaswamy Stadium,Bangalore,KKR,RCB,25,0,1,56,8.2,165
4789604,M Chinnaswamy Stadium,Bangalore,KKR,RCB,29,0,1,60,8.3,165
4789605,M Chinnaswamy Stadium,Bangalore,KKR,RCB,33,0,1,64,8.4,165
4789606,M Chinnaswamy Stadium,Bangalore,KKR,RCB,32,0,1,64,8.5,165
4789607,M Chinnaswamy Stadium,Bangalore,KKR,RCB,33,0,1,65,8.6,165
4789608,M Chinnaswamy Stadium,Bangalore,KKR,RCB,34,0,1,66,9.1,165
4789609,M Chinnaswamy Stadium,Bangalore,KKR,RCB,34,0,1,67,9.2,165
4789610,M Chinnaswamy Stadium,Bangalore,KKR,RCB,34,0,1,68,9.3,165
4789611,M Chinnaswamy Stadium,Bangalore,KKR,RCB,32,0,1,68,9.4,165
4789612,M Chinnaswamy Stadium,Bangalore,KKR,RCB,36,0,1,72,9.5,165
4789613,M Chinnaswamy Stadium,Bangalore,KKR,RCB,36,0,1,73,9.6,165
4789614,M Chinnaswamy Stadium,Bangalore,KKR,RCB,36,0,1,74,10.1,165
4789615,M Chinnaswamy Stadium,Bangalore,KKR,RCB,33,0,1,75,10.2,165
4789616,M Chinnaswamy Stadium,Bangalore,KKR,RCB,37,0,1,79,10.3,165
4789617,M Chinnaswamy Stadium,Bangalore,KKR,RCB,37,0,1,80,10.4,165
4789618,M Chinnaswamy Stadium,Bangalore,KKR,RCB,37,0,1,81,10.5,165
4789619,M Chinnaswamy Stadium,Bangalore,KKR,RCB,40,0,1,85,10.6,165
4789620,M Chinnaswamy Stadium,Bangalore,KKR,RCB,40,0,1,86,11.1,165
4789621,M Chinnaswamy Stadium,Bangalore,KKR,RCB,40,0,1,87,11.2,165
4789622,M Chinnaswamy Stadium,Bangalore,KKR,RCB,39,1,2,87,11.3,165
4789623,M Chinnaswamy Stadium,Bangalore,KKR,RCB,38,1,2,87,11.4,165
4789624,M Chinnaswamy Stadium,Bangalore,KKR,RCB,39,1,2,89,11.5,165
4789625,M Chinnaswamy Stadium,Bangalore,KKR,RCB,41,1,2,91,11.6,165
4789626,M Chinnaswamy Stadium,Bangalore,KKR,RCB,40,1,2,91,12.1,165
4789627,M Chinnaswamy Stadium,Bangalore,KKR,RCB,41,1,2,93,12.2,165
4789628,M Chinnaswamy Stadium,Bangalore,KKR,RCB,42,1,2,94,12.3,165
4789629,M Chinnaswamy Stadium,Bangalore,KKR,RCB,43,1,2,96,12.4,165
4789630,M Chinnaswamy Stadium,Bangalore,KKR,RCB,43,1,2,97,12.5,165
4789631,M Chinnaswamy Stadium,Bangalore,KKR,RCB,48,1,2,103,12.6,165
4789632,M Chinnaswamy Stadium,Bangalore,KKR,RCB,48,1,2,103,13.1,165
4789633,M Chinnaswamy Stadium,Bangalore,KKR,RCB,48,1,2,104,13.2,165
4789634,M Chinnaswamy Stadium,Bangalore,KKR,RCB,45,1,2,105,13.3,165
4789635,M Chinnaswamy Stadium,Bangalore,KKR,RCB,42,1,2,106,13.4,165
4789636,M Chinnaswamy Stadium,Bangalore,KKR,RCB,43,1,2,107,13.5,165
4789637,M Chinnaswamy Stadium,Bangalore,KKR,RCB,43,1,2,108,13.6,165
4789638,M Chinnaswamy Stadium,Bangalore,KKR,RCB,46,1,2,112,14.1,165
4789639,M Chinnaswamy Stadium,Bangalore,KKR,RCB,51,1,2,118,14.2,165
4789640,M Chinnaswamy Stadium,Bangalore,KKR,RCB,56,1,2,124,14.3,165
4789641,M Chinnaswamy Stadium,Bangalore,KKR,RCB,57,1,2,125,14.4,165
4789642,M Chinnaswamy Stadium,Bangalore,KKR,RCB,54,1,2,126,14.5,165
4789643,M Chinnaswamy Stadium,Bangalore,KKR,RCB,54,1,2,127,14.6,165
4789644,M Chinnaswamy Stadium,Bangalore,KKR,RCB,54,1,2,128,15.1,165
4789645,M Chinnaswamy Stadium,Bangalore,KKR,RCB,54,1,2,129,15.2,165
4789646,M Chinnaswamy Stadium,Bangalore,KKR,RCB,52,1,2,131,15.3,165
4789647,M Chinnaswamy Stadium,Bangalore,KKR,RCB,57,1,2,137,15.4,165
4789648,M Chinnaswamy Stadium,Bangalore,KKR,RCB,60,1,2,141,15.5,165
4789649,M Chinnaswamy Stadium,Bangalore,KKR,RCB,57,1,2,142,15.6,165
4789650,M Chinnaswamy Stadium,Bangalore,KKR,RCB,56,2,3,142,16.1,165
4789651,M Chinnaswamy Stadium,Bangalore,KKR,RCB,57,2,3,144,16.2,165
4789652,M Chinnaswamy Stadium,Bangalore,KKR,RCB,57,1,3,144,16.3,165
4789653,M Chinnaswamy Stadium,Bangalore,KKR,RCB,58,1,3,145,16.4,165
4789654,M Chinnaswamy Stadium,Bangalore,KKR,RCB,56,1,3,145,16.5,165
4789655,M Chinnaswamy Stadium,Bangalore,KKR,RCB,58,1,3,149,16.6,165
4789656,M Chinnaswamy Stadium,Bangalore,KKR,RCB,59,1,3,150,17.1,165
4789657,M Chinnaswamy Stadium,Bangalore,KKR,RCB,59,1,3,152,17.2,165
4789658,M Chinnaswamy Stadium,Bangalore,KKR,RCB,58,1,3,152,17.3,165
4789659,M Chinnaswamy Stadium,Bangalore,KKR,RCB,56,1,3,152,17.4,165
